8,군침이 싸악 도는 레시피네요!,2023-05-18 23:44:17.547000,11001,1038,0
66,마싯다,2023-06-14 21:56:37.678000,11000,1040,0
72,좋아요!,2023-06-16 10:17:50.374000,13196,1069,0
74,하하하!,2023-06-16 10:23:13.077000,11000,1069,0
