2000,1033
2000,1040
2000,1045
2000,1046
2003,1040
2003,1045
2003,1046
2012,1040
2013,1040
2013,1045
2015,1038
2015,1040
2015,1046
2015,1071
2018,1026
2018,1040
2019,1040
2027,1040
2031,1038
2032,1040
2032,1069
2033,1033
2034,1033
2034,1040
2034,1069
2034,1071
2035,1033
2035,1069
